name,country,lat,lon,population,aquifer_context_class,sy_low,sy_mid,sy_high,class_basis,dP_sy_low,dP_sy_mid,dP_sy_high,material_at_sy_low,material_at_sy_mid,material_at_sy_high,sy_material_threshold_0p03_0p25,direction,class_prior_use
Tiruppur,IN,11.11541,77.35456,963173,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.163671452256627e-06,5.607586919422199e-07,3.315665642735338e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Fushun,CN,41.88669,123.94363,1400646,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.6350394759514496e-07,2.6350394759514496e-07,2.6350394759514496e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Meishan,CN,30.04392,103.83696,1107742,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",8.066805529939864e-07,3.952727031737485e-07,2.3526340848704938e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Tangshan,CN,39.64381,118.18319,3372102,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.5904333389553664e-07,1.5904333389553664e-07,1.5904333389553664e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Weifang,CN,36.71,119.10194,2044028,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.3481222346287719e-07,1.3481222346287719e-07,1.3481222346287719e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Soweto,ZA,-26.26781,27.85849,1695047,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",4.065067701716733e-07,1.9842963560743667e-07,1.1792560651695024e-07,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Lucknow,IN,26.83928,80.92313,2472011,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",9.346896860413579e-08,9.346896860413579e-08,9.315278130211075e-08,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Xining,CN,36.62554,101.75739,1677177,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.0671210763643096e-07,1.0148309353414086e-07,6.044792135420331e-08,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Daejeon,KR,36.34913,127.38493,1441203,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.0485447974811271e-07,1.0075041020566368e-07,6.005393629582567e-08,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Dodoma,TZ,-6.17221,35.73947,765179,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.1126684387612058e-07,9.728341583486011e-08,5.6511767885969806e-08,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Gwalior,IN,26.22983,78.17337,1054420,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.6827293291469903e-07,8.135628787013208e-08,4.8166977239862135e-08,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Johannesburg,ZA,-26.20227,28.04363,9418183,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",6.41252020840551e-08,3.130166380112463e-08,1.8602399924541268e-08,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Zarqa,JO,32.07275,36.08796,792665,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",5.1893831601325045e-08,2.5757264762330938e-08,1.5409152664978725e-08,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Sanhe,CN,39.98049,117.06887,965075,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",4.452778492546264e-08,2.163548677905597e-08,1.2834426076257587e-08,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Rājkot,IN,22.29161,70.79322,1390640,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",3.1171337593841286e-08,1.5056100897350957e-08,8.910568479958237e-09,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Bandung,ID,-6.92222,107.60694,2444160,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.6318662805004023e-08,1.308889067646218e-08,7.83651300365193e-09,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Zhaotong,CN,27.31667,103.71667,787845,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",7.738392314048773e-09,7.738392314048773e-09,7.738392314048773e-09,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Ashgabat,TM,37.95,58.38333,1030063,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.4048608725824822e-08,1.1621943302294625e-08,6.8795958355776e-09,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Mianyang,CN,31.46784,104.68168,1550000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",4.477183212607225e-09,4.477183212607225e-09,4.477183212607225e-09,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Dhanbad,IN,23.79759,86.42992,1196214,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",9.114166902401008e-09,4.479735890253666e-09,2.6695712131150403e-09,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Ahmedabad,IN,23.02579,72.58727,6357693,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",9.26620356397061e-09,4.488123798908548e-09,2.659089633979322e-09,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Hubballi,IN,15.34776,75.13378,943788,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.7955698116368267e-09,1.7955698116368267e-09,1.7955698116368267e-09,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Xingtai,CN,37.06217,114.49272,798770,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.0715004845544914e-09,1.3871670883629417e-09,8.13152979229807e-10,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Suzhou,CN,33.63611,116.97889,1647642,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",6.645989120303883e-10,3.307641189519096e-10,1.9809157802246189e-10,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Nairobi,KE,-1.28333,36.81667,4397073,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.6194035317150484e-10,1.6194035317150484e-10,1.6194035317150484e-10,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Coimbatore,IN,11.00555,76.96612,2136916,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.8655024607090493e-10,1.8655024607090493e-10,1.4726694366623784e-10,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Nanyang,CN,33.00524,112.54659,1811812,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",3.7495720530250695e-10,2.3506660264266323e-10,1.4083278971349363e-10,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Suqian,CN,33.94917,118.29583,1437685,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",4.0956123156472657e-10,2.0333440236716025e-10,1.216558348265327e-10,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Zaozhuang,CN,34.86472,117.55417,899753,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.111721098275071e-10,1.0407046329130411e-10,6.208339533298919e-11,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Bijie,CN,27.30193,105.28627,1137383,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",5.496625048199433e-11,5.496625048199433e-11,5.496625048199433e-11,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Madurai,IN,9.919,78.11953,1465625,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",9.43520973489172e-11,4.604648080351652e-11,2.7362822284118792e-11,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Baoding,CN,38.87288,115.46246,2739887,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",8.532524696127477e-11,4.1797793544936364e-11,2.4875028401400063e-11,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Pekanbaru,ID,0.51667,101.44167,1085000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",3.629812847984543e-11,3.629812847984543e-11,2.2480577588317295e-11,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Shangqiu,CN,34.4143,115.65613,1859723,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.0846740032236545e-11,1.0846740032236545e-11,1.0846740032236545e-11,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Kigali,RW,-1.94995,30.05885,1132686,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",3.27355853532782e-11,1.4859441288152045e-11,8.584281793849532e-12,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Nampula,MZ,-15.11646,39.2666,770379,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.6134341447799016e-11,1.300121179992544e-11,7.784971441841527e-12,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Taiz,YE,13.57952,44.02091,940600,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.6032705058235944e-11,7.948705939631246e-12,4.7531160369404115e-12,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Changchun,CN,43.88,125.32278,4714996,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",3.708277976184314e-12,3.708277976184314e-12,3.708277976184314e-12,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Teni,IN,10.01115,77.47772,1034724,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.8471710406842523e-13,1.8471710406842523e-13,1.8471710406842523e-13,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Ulan Bator,MN,47.90771,106.88324,844818,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.572545226667369e-13,1.572545226667369e-13,1.2792988126430438e-13,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Hyderabad,IN,17.38405,78.45636,6993262,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.028918604337368e-13,1.028918604337368e-13,1.028918604337368e-13,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Ibb,YE,13.96667,44.18333,771514,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.0808288651130685e-13,5.3585410500431985e-14,3.2042659010053763e-14,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Navi Mumbai,IN,19.03681,73.01582,2600000,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,4.996003610813204e-16,4.996003610813204e-16,4.996003610813204e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Sakai,JP,34.58216,135.46653,826161,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Pudong,CN,31.23995,121.50094,5681512,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Kawasaki,JP,35.52056,139.71722,1538262,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Taguig,PH,14.5243,121.0792,1308085,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,3.885780586188048e-16,3.885780586188048e-16,3.885780586188048e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Shubrā al Khaymah,EG,30.12511,31.25053,1240289,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,3.885780586188048e-16,3.885780586188048e-16,3.885780586188048e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Yangpu,CN,31.26193,121.51904,1210800,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,3.885780586188048e-16,3.885780586188048e-16,3.885780586188048e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Zamboanga,PH,6.91028,122.07389,1018849,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,3.885780586188048e-16,3.885780586188048e-16,3.885780586188048e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Rui’an,CN,27.77605,120.65859,927383,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,3.885780586188048e-16,3.885780586188048e-16,3.885780586188048e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Semarang,ID,-6.99306,110.42083,1653524,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,3.608224830031759e-16,3.608224830031759e-16,3.608224830031759e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Padang,ID,-0.94924,100.35427,909040,alluvial-delta floodplain proxy,0.08,0.16,0.25,low Vs30 and near-water proxy for unconsolidated alluvial/delta/floodplain context,3.3306690738754696e-16,3.3306690738754696e-16,3.3306690738754696e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Osaka,JP,34.69379,135.50107,2753862,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,3.0531133177191805e-16,3.0531133177191805e-16,3.0531133177191805e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Ra’s Bayrūt,LB,33.9,35.48333,1251739,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,2.7755575615628914e-16,2.7755575615628914e-16,2.7755575615628914e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Cairo,EG,30.06263,31.24967,9606916,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,2.498001805406602e-16,2.498001805406602e-16,2.498001805406602e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Huludao,CN,40.75243,120.83552,944495,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,1.8041124150158794e-16,1.8041124150158794e-16,1.8041124150158794e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Yichang,CN,30.71444,111.28472,1350150,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.3877787807814457e-16,1.3877787807814457e-16,1.3877787807814457e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Wanzhou,CN,30.76451,108.39586,1545900,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.249000902703301e-16,1.249000902703301e-16,1.249000902703301e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Aden,YE,12.77957,45.03852,1079670,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,1.249000902703301e-16,1.249000902703301e-16,1.249000902703301e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Bhopal,IN,23.25469,77.40289,1798218,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Kakamega,KE,0.28422,34.75229,1867579,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.7587667026312797e-16,1.2338281927393176e-16,7.087400801883261e-17,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Lilongwe,MW,-13.96692,33.78725,1115815,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.6411951208378445e-16,8.787125059398382e-17,5.190635555856613e-17,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Saitama,JP,35.90807,139.65657,1324854,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Shijiazhuang,CN,38.04139,114.47861,3938513,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.2767380542286028e-16,6.018245446331335e-17,3.5278765281167854e-17,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Kampung Baru Subang,MY,3.15,101.53333,833571,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Jieyang,CN,23.5418,116.36581,1899394,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Changzhou,CN,31.77359,119.95401,3290918,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.5612511283791264e-17,1.5612511283791264e-17,1.5612511283791264e-17,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Shiyan,CN,32.6475,110.77806,3460000,mixed urban aquifer context,0.05,0.12,0.2,default review range when no stronger context proxy is available,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Cúcuta,CO,7.90745,-72.5049,777106,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Yancheng,CN,33.3575,120.1573,1615717,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Wuwei,CN,37.92672,102.63202,1010295,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",4.751779227317649e-19,2.3733314943039793e-19,1.4233855647727016e-19,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Bogor,ID,-6.59444,106.78917,1127408,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.0164395367051604e-19,1.0164395367051604e-19,1.0164395367051604e-19,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Cheongju-si,KR,36.63722,127.48972,852147,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",7.623296525288703e-21,7.623296525288703e-21,7.623296525288703e-21,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Yixing,CN,31.36059,119.82016,1285785,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",1.0587911840678754e-21,1.0587911840678754e-21,1.0587911840678754e-21,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Tegucigalpa,HN,14.0818,-87.20681,850848,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,False,False,False,,increase,review-prior only; replace with local hydrogeology before engineering use
Benxi,CN,41.28861,123.765,987717,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Longyan,CN,25.07485,117.01775,1025087,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Guang’an,CN,30.47413,106.63696,858159,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Wanxian,CN,30.81601,108.37407,859662,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Seongnam-si,KR,37.43861,127.13778,914832,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Xiamen,CN,24.47979,118.08187,4617251,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Weihai,CN,37.50914,122.11356,844310,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Kobe,JP,34.6913,135.183,1525152,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Bazhong,CN,31.8694,106.74432,2712894,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Zunyi,CN,27.68667,106.90722,2037775,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Montréal,CA,45.50884,-73.58781,1762949,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
La Paz,BO,-16.5,-68.15,2004652,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Yantai,CN,37.47649,121.44081,2227733,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Bukavu,CD,-2.49077,28.84281,816811,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Guiyang,CN,26.58333,106.71667,3037159,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",0.0,0.0,0.0,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Isfahan,IR,32.65246,51.67462,1547164,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-1.0786974769326602e-28,-5.413842309414332e-29,-3.253207788113959e-29,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Quetta,PK,30.18414,67.00141,1565546,alluvial/basin-fill depletion,0.08,0.14,0.22,alluvial or basin-fill depletion setting; moderate-to-high review range,-5.22424991909682e-29,-2.9952885740663235e-29,-1.9091892721908378e-29,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Ürümqi,CN,43.80096,87.60046,3029372,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-3.8829294172091576e-21,-2.1485530890398532e-21,-1.3439003471778378e-21,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Qom,IR,34.6401,50.8764,900000,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-3.592562358813622e-19,-1.834607553130515e-19,-1.1101468390129983e-19,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Shiraz,IR,29.61031,52.53113,1249942,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-7.169884990185384e-17,-3.717054630745922e-17,-2.2630386422839784e-17,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Jodhpur,IN,26.26841,73.00594,1056191,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-9.670978531792883e-17,-5.18989226146147e-17,-3.204903241899323e-17,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
Sanaa,YE,15.35452,44.20646,1937451,stiff/deep low-sensitivity control,0.03,0.06,0.1,"control class for stiff, deep-water or far-from-water settings; not used to expand claims",-4.880267096259063e-16,-2.448008624790784e-16,-1.4707008899986974e-16,False,False,False,,decrease,review-prior only; replace with local hydrogeology before engineering use
